area_type,availability,location,size,total_sqft,bath,balcony,price
House,Ready To Move,Clifton,6 Bedroom,3000,4,1,375
Appartment,Ready To Move,Gulistan-e-Jauhar ,2 BHK,1180,2,2,41
Appartment,20-Aug,Malir,4 BHK,2400,4,2,152
Appartment,Ready To Move,Mehmoodabad,2 BHK,850,1,1,25
Appartment,Ready To Move,Jamshed Town ,2 BHK,1200,2,1,60
House,18-Dec,Clifton Block nine,4 BHK,3160,4,3,206
Appartment,Ready To Move,DHA Phase seven,3 BHK,1769,3,3,96.87
Plot,Ready To Move,DHA Phase six,4 Bedroom,133.3Sq. Yards,3,2,160
Carpet  Area,18-Dec,Dhoraji Colony,4 BHK,1554.3,4,1,131
Appartment,Ready To Move,Cornish Society Scheme ,2 BHK,1243,2,2,46
Plot,18-Apr,Cornish Society Scheme ,4 Bedroom,4920,5,2,1150
Appartment,Ready To Move,North Karachi,2 BHK,905,2,1,40
House,Ready To Move,Punjab Colony,1 Bedroom,627,1,1,30
House,18-Mar, North Karachi,3 BHK,2180,3,2,285
Appartment,Ready To Move,Airport Road,3 BHK,2400,3,2,260
Appartment,Ready To Move,Kashmir Road,3 BHK,1435,3,1,73
Appartment,22-May,Clifton,4 BHK,3405.1,6,3,400
House,Ready To Move,Defence Garden,3 BHK,1620,3,2,130
Appartment,Ready To Move,Kashmir Road,3 BHK,1862,3,2,125
Appartment,19-Nov,Navy Housing Scheme Karsaz,2 BHK,674,1,1,19.9
Appartment,Ready To Move,Clifton Block nine,2 BHK,1220,2,1,59
Appartment,Ready To Move,DHA Defence,2 BHK,1027,2,2,44
Appartment,Ready To Move,North Nazimabad,2 BHK,1025,2,1,49
Appartment,Ready To Move,Saddar Town,3 BHK,1430,2,3,54.5
Appartment,Ready To Move,Gulshan-e-Iqbal Town,2 BHK,1235,2,3,65
Appartment,Ready To Move,Tariq Road,3 BHK,1291,2,3,32
Appartment,Ready To Move,Clifton,3 BHK,1498,3,2,95
Appartment,Ready To Move,Frere Town,3 BHK,2180,3,2,240
Appartment,18-Apr,Nazimabad,2 BHK,1000,2,1,29.7
Plot,Ready To Move,Khalid Bin Walid Road,2 Bedroom,922,2,1,70
House,Ready To Move,Garden West,2 BHK,850,2,1,72
Plot,Ready To Move,Clifton,3 Bedroom,750,3,2,155
Appartment,Ready To Move,Clifton,2 BHK,1123,2,2,64
Appartment,Ready To Move,Gulistan-e-Jauhar ,2 BHK,1235,2,1,75
Appartment,Ready To Move,Malir,2 BHK,1250,2,1,55.55
Plot,Ready To Move,Mehmoodabad,4 Bedroom,2403,5,,360
Appartment,18-Nov,Jamshed Town ,2 BHK,984,2,1,45.91
Appartment,Ready To Move,Clifton Block nine,2 BHK,1305,2,1,99
Plot,Ready To Move,DHA Phase seven,2 Bedroom,1200,1,0,65
Plot,Ready To Move,DHA Phase six,3 Bedroom,600,3,1,90
Appartment,19-Jun,Dhoraji Colony,4 BHK,2790,5,3,204
Appartment,Ready To Move,Cornish Society Scheme ,4 BHK,2010,3,2,125
House,Ready To Move,Cornish Society Scheme ,2 BHK,995,2,0,42
House,Ready To Move,North Karachi,2 BHK,1277,2,2,59
Appartment,Ready To Move,Punjab Colony,2 BHK,1236,2,2,61.33
Appartment,Ready To Move, North Karachi,2 BHK,1265,2,3,67
Appartment,18-Apr,Airport Road,1 BHK,525,,,27
House,Ready To Move,Kashmir Road,5 BHK,2570,4,,141
Plot,Ready To Move,Clifton,4 Bedroom,2400,5,3,390
Appartment,Ready To Move,Defence Garden,3 BHK,1442,3,2,56.24
Appartment,Ready To Move,Kashmir Road,2 BHK,1224,2,2,70
Appartment,Ready To Move,Navy Housing Scheme Karsaz,2 BHK,1205,2,1,59
Appartment,Ready To Move,Clifton Block nine,2 BHK,1233,2,3,100
Appartment,Ready To Move,Abid Town,2 BHK,1312,2,3,69
Appartment,Ready To Move,Gohar Green City,3 BHK,1449,3,2,90
Appartment,Ready To Move,Hill Park,2 BHK,1090,2,1,54
Plot,Ready To Move,Korangi Creek,5 Bedroom,2100,5,0,150
Appartment,Ready To Move,Soldier Bazar,3 BHK,1390,2,3,62.55
Appartment,Ready To Move,PECHS,2 BHK,1200,2,3,78
Plot,Ready To Move,Garden East,4 Bedroom,600,2,2,50
Appartment,Ready To Move,Karimabad,2 BHK,1000,2,2,58
Plot,18-Oct,Khayaban-e-Bukhari,4 Bedroom,2400,5,2,190
Appartment,21-Dec,Jamshed Quarter,3 BHK,1732,3,1,85.73
Appartment,Ready To Move,Civic Centre,2 BHK,1290,2,2,80
Appartment,Ready To Move,Korangi Road,3 BHK,1840,3,3,85
Appartment,Ready To Move,Sunset Boulevard,3 BHK,1917,4,2,100
House,Ready To Move,Khayaban-e-Jami,2 BHK,1100,2,2,57
Appartment,Ready To Move,Khayaban-e-Ittehad,3 BHK,1455,2,3,60
Appartment,18-Dec,Khayaban-e-Bahria,4 BHK,2774,4,3,208
Plot,Ready To Move,Khayaban-e-Badban,5 Bedroom,1200,5,,255
Appartment,Ready To Move,Khayaban-e-Hilal,3 BHK,1425,2,2,65
Appartment,18-Dec,Khayaban-e-Shahbaz,3 BHK,1655,3,1,113
Appartment,18-Mar,Khayaban-e-Sehar,4 BHK,2805,5,3,160
House,Ready To Move,Khayaban-e-Rahat,7 Bedroom,600,7,3,93
Appartment,Ready To Move,Khayaban-e-Muhafiz,2 BHK,1040,2,1,46.79
Appartment,Ready To Move,Khayaban-e-Bukhari,2 BHK,1126,2,1,55
Plot,Ready To Move,Khayaban-e-Nishat,6 Bedroom,1600,4,1,200
Appartment,Ready To Move,Commercial Avenue,2 BHK,1250,2,1,55.55
Plot,Ready To Move,Khayaban-e-Hafiz,4 Bedroom,1800,4,2,180
Plot,Ready To Move,Khayaban-e-Muslim,2 Bedroom,1200,2,0,53
House,Ready To Move,Khayaban-e-Shaheen,4 BHK,2050,3,1,100
Appartment,Ready To Move,Khayaban-e-Shujaat,1 BHK,530,1,1,29.44
House,19-Jun,Jamshed Quarter,4 Bedroom,2580 - 2591,4,0,139.5
Appartment,Ready To Move,Saba Avenue,2 BHK,883,2,1,37
Appartment,Ready To Move,Beach Avenue,3 BHK,1490,2,2,59.6
Appartment,Ready To Move,Khayaban-e-Mujahid,2 BHK,1295,2,2,95
Appartment,Ready To Move,Khayaban-e-Janbaz,3 BHK,1275,3,1,59
Appartment,Ready To Move,Khayaban-e-Shamsheer,2 BHK,800,2,2,30
Appartment,Ready To Move,Khayaban-e-Tanzeem,1 BHK,1200,1,0,95
Appartment,Ready To Move,Khayaban-e-Tauheed,2 BHK,1063,2,1,58
Appartment,Ready To Move,Khayabane-e-Amir Khusro,1 BHK,656,1,1,43
Appartment,Ready To Move,Khayaban-e-Tariq,2 BHK,1125,2,2,36
Appartment,18-Dec,Khaliq-uz-Zaman,2 BHK,881,2,1,48.06
Plot,Ready To Move,Dhoraji Colony,9 Bedroom,1350,8,2,200
House,Ready To Move,Muslimabad,2 BHK,700,1,1,32
Plot,Ready To Move,Gulshan-E-Iqbal one,3 Bedroom,1936,3,0,110
Appartment,18-Dec,Gulshan-E-Iqbal two,3 BHK,1680,3,1,101
Appartment,Ready To Move,PIB Colony,2 BHK,1253,2,2,57
Appartment,Ready To Move,DHA Defence,3 BHK,1640,3,3,230
Appartment,Ready To Move,North Nazimabad,3 BHK,1082,3,2,50
House,18-Dec,Saddar Town,2 BHK,1065,2,1,30.75
Appartment,18-Dec,Gulshan-e-Iqbal Town,3 BHK,2100,4,2,145
Appartment,Ready To Move,Tariq Road,2 BHK,1070,2,1,58
Appartment,16-Sep,Clifton,3 BHK,1280,3,2,57.6
Plot,18-Apr,Frere Town,5 Bedroom,1200,5,2,300
House,18-Aug,Nazimabad,2 BHK,1125,2,1,29.25
Appartment,Ready To Move,Khalid Bin Walid Road,3 BHK,1755,3,2,122
Appartment,Ready To Move,Garden West,2 BHK,1210,2,1,54
Appartment,18-Sep,Clifton,2 BHK,951,2,2,30.43
House,18-Apr,Clifton,3 BHK,1500,2,1,75
Appartment,Ready To Move,Gulistan-e-Jauhar ,3 BHK,1652.5,3,2,90
Appartment,Ready To Move,Malir,3 BHK,1381,2,2,76.18
Appartment,18-Dec,Mehmoodabad,2 BHK,1085,2,1,57
Appartment,18-Apr,Jamshed Town ,1 BHK,905,1,1,50
Appartment,Ready To Move,Clifton Block nine,3 BHK,1685,3,2,95
Appartment,Ready To Move,DHA Phase seven,2 BHK,1200,2,2,75
Appartment,Ready To Move,DHA Phase six,2 BHK,1151,2,1,42.9
House,Ready To Move,Dhoraji Colony,4 Bedroom,3532,3,3,170
Appartment,Ready To Move,Cornish Society Scheme ,3 BHK,1665,3,2,86.91
House,Ready To Move,Cornish Society Scheme ,2 BHK,800,2,1,40
House,Ready To Move,North Karachi,2 Bedroom,1050,2,1,162
Appartment,Ready To Move,Punjab Colony,2 BHK,1030,2,2,46.5
Appartment,Ready To Move, North Karachi,2 BHK,1257,2,1,71.03
Appartment,18-Dec,Airport Road,3 BHK,1600,3,2,82
Appartment,Ready To Move,Kashmir Road,3 BHK,1465,3,3,75
Appartment,Ready To Move,Clifton,3 BHK,1650,3,2,111
Appartment,Ready To Move,Defence Garden,2 BHK,1243,2,2,46
House,Ready To Move,Kashmir Road,2 Bedroom,680,1,1,80
Plot,18-Aug,Navy Housing Scheme Karsaz,4 Bedroom,1230,4,2,80
Appartment,Ready To Move,Clifton Block nine,2 BHK,1300,2,2,82
House,Ready To Move,DHA Defence,2 BHK,1000,2,1,44.5
Appartment,Ready To Move,North Nazimabad,2 BHK,1146,2,1,53.8
Appartment,Ready To Move,Saddar Town,6 BHK,1200,6,3,120
Appartment,18-Mar,Gulshan-e-Iqbal Town,3 BHK,2601,4,,312
Appartment,Ready To Move,Tariq Road,3 BHK,2159,3,2,110
Appartment,Ready To Move,Clifton,2 BHK,1255,2,2,40
Appartment,Ready To Move,Frere Town,2 BHK,1130,2,2,60
Appartment,Ready To Move,Nazimabad,2 BHK,1200,2,1,60
House,Ready To Move,Khalid Bin Walid Road,2 BHK,1040,2,1,37
Plot,Ready To Move,Garden West,8 Bedroom,1500,8,2,150
Plot,Ready To Move,Clifton,4 Bedroom,906,3,2,55
Appartment,Ready To Move,Clifton,2 BHK,1180,2,1,41.3
Plot,Ready To Move,Gulistan-e-Jauhar ,7 Bedroom,1200,7,2,169
Plot,Ready To Move,Malir,6 Bedroom,850,7,2,100
Appartment,Ready To Move,Mehmoodabad,2 BHK,1200,2,3,47
House,Ready To Move,Jamshed Town ,3 BHK,1374,3,2,51
Appartment,Ready To Move,Clifton Block nine,9 BHK,4700,10,3,130
Appartment,19-Dec,DHA Phase seven,1 BHK,613 - 648,1,0,32.15
Plot,Ready To Move,DHA Phase six,3 Bedroom,2400,2,0,480
Appartment,Ready To Move,Dhoraji Colony,2 BHK,1027,2,2,44
Plot,Ready To Move,Cornish Society Scheme ,5 Bedroom,1200,4,,130
Appartment,Ready To Move,Cornish Society Scheme ,3 BHK,2384,4,2,165
Appartment,19-Aug,North Karachi,3 BHK,1033,2,2,28.41
Appartment,Ready To Move,Punjab Colony,2 BHK,1200,2,1,54
House,Ready To Move, North Karachi,3 BHK,2017,3,2,105
Plot,Ready To Move,Airport Road,3 Bedroom,1500,3,2,138
Appartment,Ready To Move,Kashmir Road,2 BHK,700,2,0,43
Plot,Ready To Move,Clifton,6 Bedroom,1150,6,2,75
Appartment,Ready To Move,Defence Garden,3 BHK,1495,2,2,52.33
Appartment,Ready To Move,Kashmir Road,2 BHK,1302,2,1,68.5
House,18-Mar,Navy Housing Scheme Karsaz,1 BHK,905,1,1,52
Appartment,Ready To Move,Clifton Block nine,2 BHK,1303,2,1,55.79
House,Ready To Move,Abid Town,3 BHK,1350,3,0,71
Appartment,Ready To Move,Gohar Green City,3 BHK,1380,2,2,95
Appartment,Ready To Move,Hill Park,3 BHK,1620,3,1,110
House,Ready To Move,Korangi Creek,4 Bedroom,4800,4,3,250
Appartment,Ready To Move,Soldier Bazar,2 BHK,1000,2,1,38.5
Plot,Ready To Move,PECHS,3 Bedroom,800,4,0,88
Appartment,18-Apr,Garden East,2 BHK,1250,1,1,54
House,Ready To Move,Karimabad,3 BHK,1750,3,3,170
Appartment,Ready To Move,Khayaban-e-Bukhari,3 BHK,997,3,2,55
Appartment,15-Oct,Jamshed Quarter,3 BHK,1760,3,,111
Appartment,Ready To Move,Civic Centre,2 BHK,1322,2,2,75
Plot,Ready To Move,Korangi Road,3 Bedroom,1365,3,0,99
Appartment,Ready To Move,Sunset Boulevard,3 BHK,1500,3,2,125
Appartment,Ready To Move,Khayaban-e-Jami,3 BHK,1256,2,2,50
Appartment,Ready To Move,Khayaban-e-Ittehad,2 BHK,941,2,2,48
Plot,Ready To Move,Khayaban-e-Bahria,4 Bedroom,5000,4,3,465
Appartment,Ready To Move,Khayaban-e-Badban,3 BHK,1665,3,2,86.58
Appartment,Ready To Move,Khayaban-e-Hilal,2 BHK,1414,2,,84.18
Appartment,Ready To Move,Khayaban-e-Shahbaz,3 BHK,1270,2,3,55.25
Plot,Ready To Move,Khayaban-e-Sehar,3 Bedroom,800,2,2,80
Plot,Ready To Move,Khayaban-e-Rahat,4 Bedroom,4100,3,0,300
House,Ready To Move,Khayaban-e-Muhafiz,6 Bedroom,1800,3,,105
House,Ready To Move,Khayaban-e-Bukhari,2 BHK,850,2,0,35
Appartment,21-Mar,Khayaban-e-Nishat,1 BHK,712,1,1,38.44
Appartment,17-Dec,Commercial Avenue,4 BHK,2563 - 2733,5,0,251.5
Plot,Ready To Move,Khayaban-e-Hafiz,3 Bedroom,900,4,2,180
Plot,Ready To Move,Khayaban-e-Muslim,2 Bedroom,900,2,0,55
Appartment,Ready To Move,Khayaban-e-Shaheen,2 BHK,1200,2,1,49
Appartment,Ready To Move,Khayaban-e-Shujaat,1 BHK,654,1,1,22
Appartment,Ready To Move,Jamshed Quarter,2 BHK,708,1,1,55
Plot,Ready To Move,Saba Avenue,4 Bedroom,600,5,3,75
House,Ready To Move,Beach Avenue,3 BHK,1680,3,3,135
Appartment,Ready To Move,Khayaban-e-Mujahid,2 BHK,990,2,2,58
Appartment,Ready To Move,Khayaban-e-Janbaz,2 BHK,1380,2,1,42
Appartment,18-May,Khayaban-e-Shamsheer,2 BHK,1088,2,2,62
Appartment,Ready To Move,Khayaban-e-Tanzeem,3 BHK,1414,3,2,77.5
House,Ready To Move,Khayaban-e-Tauheed,2 BHK,1240,2,1,100
House,Ready To Move,Khayabane-e-Amir Khusro,3 BHK,1810,3,3,118
Appartment,19-Dec,Khayaban-e-Tariq,3 BHK,2005,3,2,240
Appartment,Ready To Move,Khaliq-uz-Zaman,2 BHK,1185,2,2,58
Plot,18-Oct,Dhoraji Colony,3 Bedroom,1200,3,2,57.15
Appartment,Ready To Move,Muslimabad,2 BHK,1070,2,1,52
Appartment,Ready To Move,Gulshan-E-Iqbal one,2 BHK,1265,2,1,58
House,Ready To Move,Gulshan-E-Iqbal two,2 BHK,1100,2,1,55
House,Ready To Move,PIB Colony,2 BHK,1035,2,2,44
Appartment,Ready To Move,DHA Defence,1 BHK,605 - 624,1,0,30.715
House,Ready To Move,North Nazimabad,2 BHK,1000,2,1,97
Appartment,Ready To Move,Saddar Town,2 BHK,1179,2,2,49.35
Appartment,Ready To Move,Gulshan-e-Iqbal Town,3 BHK,1650,3,1,84
Plot,Ready To Move,Tariq Road,6 Bedroom,2800,4,3,100
Plot,Ready To Move,Clifton,8 Bedroom,3500,6,2,120
House,Ready To Move,Frere Town,3 BHK,1430,3,1,78.65
Appartment,Ready To Move,Nazimabad,3 BHK,1130,2,2,58
Appartment,Ready To Move,Khalid Bin Walid Road,3 BHK,1850,2,,110
Appartment,Ready To Move,Garden West,3 BHK,1340,3,2,54.24
Appartment,Ready To Move,Clifton,4 BHK,4260 - 4408,,,338
Plot,Ready To Move,Clifton,2 Bedroom,600,2,0,30
Appartment,Ready To Move,Gulistan-e-Jauhar ,3 BHK,2582,5,2,250
Appartment,Ready To Move,Malir,2 BHK,1160,2,1,55
House,Ready To Move,Mehmoodabad,1 Bedroom,1200,2,1,45
House,18-Aug,Jamshed Town ,2 BHK,1116,2,1,37.6
Plot,Ready To Move,Clifton Block nine,3 Bedroom,600,2,1,85
Appartment,Ready To Move,DHA Phase seven,3 BHK,2663,4,1,338
House,Ready To Move,DHA Phase six,2 BHK,1090,2,2,45
Appartment,Ready To Move,Dhoraji Colony,2 BHK,1100,2,1,45
Appartment,18-Aug,Cornish Society Scheme ,3 BHK,1365,2,1,34.13
Appartment,20-Feb,Cornish Society Scheme ,3 BHK,1484,3,2,79.19
Appartment,Ready To Move,North Karachi,3 BHK,1630,3,2,68
Appartment,18-May,Punjab Colony,3 BHK,1451,2,2,52.43
Appartment,19-Jul, North Karachi,2 BHK,1330,2,1,107
Appartment,Ready To Move,Airport Road,3 BHK,2127,3,2,135
Plot,Ready To Move,Kashmir Road,5 Bedroom,875,5,3,120
Plot,Ready To Move,Clifton,4 Bedroom,1260,4,2,65
Appartment,Ready To Move,Defence Garden,3 BHK,1173,2,2,45.75
Appartment,Ready To Move,Kashmir Road,3 BHK,1445,2,1,56
Appartment,Ready To Move,Navy Housing Scheme Karsaz,4 BHK,2250,4,1,400
Plot,18-Dec,Clifton Block nine,3 Bedroom,1500,4,2,239
Appartment,18-Nov,DHA Defence,3 BHK,1349 - 3324,3,0,115.89
Appartment,Ready To Move,North Nazimabad,2 BHK,1197,2,1,47.88
Plot,Ready To Move,Saddar Town,4 Bedroom,1200,4,1,225
Appartment,Ready To Move,Gulshan-e-Iqbal Town,5 BHK,3930,7,,329
Appartment,Ready To Move,Tariq Road,3 BHK,1450,3,3,62.4
Appartment,Ready To Move,Clifton,2 BHK,1187,2,1,37.85
Plot,Ready To Move,Frere Town,6 Bedroom,4000,6,3,850
Appartment,18-Aug,Nazimabad,2 BHK,1050,2,2,41
Appartment,18-May,Khalid Bin Walid Road,3 BHK,1370,2,2,54.8
Appartment,Ready To Move,Garden West,2 BHK,1036,2,2,39.37
Appartment,18-Jun,Clifton,3 BHK,1275,3,2,41.2
Appartment,Ready To Move,Clifton,4 BHK,2010,3,2,115
Appartment,Ready To Move,Gulistan-e-Jauhar ,2 BHK,1418,2,2,106
Appartment,Ready To Move,Malir,2 BHK,1265,2,2,46.6
Appartment,Ready To Move,Mehmoodabad,3 BHK,1576,3,2,58
Appartment,Ready To Move,Jamshed Town ,2 BHK,1148,2,1,56
Appartment,Ready To Move,Clifton Block nine,2 BHK,1000,2,1,36
Appartment,Ready To Move,DHA Phase seven,3 BHK,1293,2,2,85
Plot,18-May,DHA Phase six,3 Bedroom,1200,2,0,66
Appartment,Ready To Move,Dhoraji Colony,2 BHK,1210,2,3,75
House,Ready To Move,Cornish Society Scheme ,2 BHK,1126,2,1,69
House,Ready To Move,Cornish Society Scheme ,3 BHK,1840,4,1,175
House,Ready To Move,North Karachi,3 BHK,1440,2,0,70
House,Ready To Move,Punjab Colony,3 BHK,1300,2,2,52
Appartment,Ready To Move, North Karachi,2 BHK,1276,2,2,75
Plot,Ready To Move,Airport Road,6 Bedroom,600,4,2,105
Appartment,Ready To Move,Kashmir Road,2 BHK,1216,2,1,83
Appartment,18-Apr,Clifton,1 BHK,840,1,0,75
Plot,Ready To Move,Defence Garden,5 Bedroom,1240,5,3,300
House,Ready To Move,Kashmir Road,2 BHK,1126,2,2,39
Plot,Ready To Move,Navy Housing Scheme Karsaz,1 Bedroom,45,1,0,23
Appartment,18-May,Clifton Block nine,2 BHK,1162,2,0,65
Appartment,Ready To Move,Abid Town,2 BHK,1301,2,2,65
Appartment,19-Dec,Gohar Green City,1 BHK,658,1,1,34
Plot,Ready To Move,Hill Park,3 Bedroom,1350,3,1,250
Appartment,Ready To Move,Korangi Creek,3 BHK,2500,3,2,280
House,Ready To Move,Soldier Bazar,1 BHK,78.03Sq. Meter,1,1,63
House,Ready To Move,PECHS,3 BHK,1208.51,3,2,42
Appartment,Ready To Move,Garden East,2 BHK,1133,2,2,38.41
Appartment,Ready To Move,Karimabad,3 BHK,1760,2,1,116
Appartment,Ready To Move,Khayaban-e-Bukhari,3 BHK,1075,2,1,52
Appartment,Ready To Move,Jamshed Quarter,2 BHK,940,2,1,25.38
Appartment,Ready To Move,Civic Centre,2 BHK,1145,2,2,57
Appartment,Ready To Move,Korangi Road,2 BHK,1255 - 1350,2,0,67.73
House,Ready To Move,Sunset Boulevard,4 Bedroom,3900,5,1,550
Appartment,Ready To Move,Khayaban-e-Jami,4 BHK,3300 - 3335,5,0,268.5
House,Ready To Move,Khayaban-e-Ittehad,2 BHK,1300,2,2,50
Appartment,Ready To Move,Khayaban-e-Bahria,3 BHK,2475,4,3,326
Appartment,Ready To Move,Khayaban-e-Badban,3 BHK,2040,3,,200
House,Ready To Move,Khayaban-e-Hilal,1 Bedroom,1200,1,0,150
Plot,Ready To Move,Khayaban-e-Shahbaz,4 Bedroom,2420,4,1,190
House,Ready To Move,Khayaban-e-Sehar,2 BHK,1216,2,1,80
Appartment,Ready To Move,Khayaban-e-Rahat,3 BHK,1459,2,1,110
Appartment,Ready To Move,Khayaban-e-Muhafiz,3 BHK,1622,2,0,80
Appartment,Ready To Move,Khayaban-e-Bukhari,3 BHK,1843,3,2,85
Appartment,20-Jan,Khayaban-e-Nishat,2 BHK,1274,2,1,81
Plot,Ready To Move,Commercial Avenue,2 Bedroom,600,1,1,52
Appartment,Ready To Move,Khayaban-e-Hafiz,3 BHK,1430,2,1,69.5
Plot,Ready To Move,Khayaban-e-Muslim,4 Bedroom,1800,2,0,280
Appartment,Ready To Move,Khayaban-e-Shaheen,3 BHK,1565,2,2,57.91
Appartment,Ready To Move,Khayaban-e-Shujaat,3 BHK,1670,3,2,160
Appartment,Ready To Move,Jamshed Quarter,3 BHK,1695,3,2,150
Appartment,Ready To Move,Saba Avenue,2 BHK,1410,2,2,75
Appartment,Ready To Move,Beach Avenue,2 BHK,1060,2,3,42
House,Ready To Move,Khayaban-e-Mujahid,2 BHK,1120,2,2,50
Plot,Ready To Move,Khayaban-e-Janbaz,2 Bedroom,880,2,0,50
Appartment,19-Dec,Khayaban-e-Shamsheer,2 BHK,1083,2,1,32.49
Appartment,Ready To Move,Khayaban-e-Tanzeem,3 BHK,1435,3,3,57.2
Appartment,Ready To Move,Khayaban-e-Tauheed,3 BHK,1425,2,2,56.99
Appartment,Ready To Move,Khayabane-e-Amir Khusro,2 BHK,900,2,3,50
House,18-Feb,Khayaban-e-Tariq,5 BHK,2400,5,2,93
House,21-Dec,Khaliq-uz-Zaman,1 BHK,693,1,1,34.3
Plot,Ready To Move,Dhoraji Colony,3 Bedroom,600,3,1,90
Appartment,20-Dec,Muslimabad,4 BHK,2435,4,3,119
Appartment,18-Aug,Gulshan-E-Iqbal one,3 BHK,1920,3,2,150
Appartment,18-Mar,Gulshan-E-Iqbal two,1 BHK,630,1,1,47
Appartment,Ready To Move,PIB Colony,3 BHK,1075,2,1,50
Plot,Ready To Move,DHA Defence,5 Bedroom,1200,5,0,101
Appartment,Ready To Move,North Nazimabad,1 BHK,705,1,1,55
Appartment,18-Dec,Saddar Town,3 BHK,1200,2,2,75.6
Appartment,Ready To Move,Gulshan-e-Iqbal Town,2 BHK,1532,2,2,62
Appartment,Ready To Move,Tariq Road,2 BHK,1330,2,1,93
Plot,Ready To Move,Clifton,4 Bedroom,1200,3,1,210
House,Ready To Move,Frere Town,3 BHK,1530,2,2,60
Appartment,Ready To Move,Nazimabad,2 BHK,1105,2,2,42
Plot,Ready To Move,Khalid Bin Walid Road,2 Bedroom,1566,2,0,180
Appartment,18-Jul,Garden West,3 BHK,1630,3,1,95.1
House,Ready To Move,Clifton,2 BHK,1256,2,1,62.8
House,Ready To Move,Clifton,6 BHK,1200,6,2,180
House,Ready To Move,Gulistan-e-Jauhar ,3 BHK,1595,2,3,75
Appartment,Ready To Move,Malir,2 BHK,1000,2,2,53
Appartment,Ready To Move,Mehmoodabad,3 BHK,1475,2,2,58.99
Plot,18-May,Jamshed Town ,5 Bedroom,2400,5,3,285
Appartment,18-May,Clifton Block nine,2 BHK,1000,2,1,28.88
Plot,Ready To Move,DHA Phase seven,4 Bedroom,2360,4,1,650
Appartment,Ready To Move,DHA Phase six,3 BHK,1737,2,3,95
Appartment,18-Aug,Dhoraji Colony,2 BHK,1000,2,1,28.88
Appartment,Ready To Move,Cornish Society Scheme ,4 BHK,2100,4,2,150
House,Ready To Move,Cornish Society Scheme ,8 Bedroom,3600,6,1,145
House,Ready To Move,North Karachi,2 BHK,883,2,1,50
Appartment,Ready To Move,Punjab Colony,2 BHK,1243,2,2,46
Appartment,Ready To Move, North Karachi,3 BHK,1776,2,3,75
Appartment,19-Dec,Airport Road,3 BHK,1347,2,1,37.72
Appartment,Ready To Move,Kashmir Road,3 BHK,1330,2,2,55
Plot,Ready To Move,Clifton,2 Bedroom,600,2,1,120
House,Ready To Move,Defence Garden,4 BHK,3730,4,3,370
Appartment,Ready To Move,Kashmir Road,3 BHK,1459,3,2,135
Appartment,19-Dec,Navy Housing Scheme Karsaz,4 BHK,2259,5,2,135
House,Ready To Move,Clifton Block nine,7 Bedroom,2700,4,1,160
Appartment,Ready To Move,DHA Defence,2 BHK,1008,2,2,32.25
Appartment,Ready To Move,North Nazimabad,2 BHK,1200,2,2,52.5
Appartment,18-May,Saddar Town,4 BHK,2328,4,1,528
Plot,Ready To Move,Gulshan-e-Iqbal Town,7 Bedroom,600,7,3,110
Appartment,Ready To Move,Tariq Road,2 BHK,660,1,1,15.5
Appartment,Ready To Move,Clifton,3 BHK,1800,2,2,250
Appartment,Ready To Move,Frere Town,4 BHK,3100,4,3,550
Appartment,19-Aug,Nazimabad,2 BHK,1180 - 1630,2,0,50.58
Appartment,18-May,Khalid Bin Walid Road,1 BHK,602,1,1,26
Appartment,Ready To Move,Garden West,3 BHK,1710,3,2,100
Appartment,Ready To Move,Clifton,3 BHK,1500,2,3,82
House,Ready To Move,Clifton,3 BHK,1539,3,2,60
Plot,Ready To Move,Gulistan-e-Jauhar ,6 Bedroom,806,3,1,128
Appartment,20-Dec,Malir,3 BHK,1100,2,1,53
Appartment,Ready To Move,Mehmoodabad,2 BHK,1151,2,1,49
Appartment,Ready To Move,Jamshed Town ,2 BHK,920,2,1,46
Appartment,Ready To Move,Clifton Block nine,3 BHK,1350,3,3,78.3
Appartment,Ready To Move,DHA Phase seven,2 BHK,1200,2,2,65
Appartment,Ready To Move,DHA Phase six,2 BHK,1265,2,1,78
Plot,Ready To Move,Dhoraji Colony,8 Bedroom,600,6,2,60
Appartment,18-Apr,Cornish Society Scheme ,3 BHK,1700,3,2,93.5
House,Ready To Move,Cornish Society Scheme ,3 Bedroom,1600,3,0,75
House,Ready To Move,North Karachi,4 Bedroom,1550,4,1,120
House,Ready To Move,Punjab Colony,3 BHK,1560,3,3,125
Plot,18-Jan, North Karachi,6 Bedroom,1000,5,3,98
Appartment,Ready To Move,Airport Road,2 BHK,1243,2,2,46
Plot,Ready To Move,Kashmir Road,4 Bedroom,1200,4,1,160
Appartment,Ready To Move,Clifton,3 BHK,1403,3,1,56
Appartment,Ready To Move,Defence Garden,2 BHK,1010,2,1,40.39
Appartment,Ready To Move,Kashmir Road,3 BHK,1416,3,1,94
Appartment,Ready To Move,Navy Housing Scheme Karsaz,2 BHK,1628,2,2,68
Plot,Ready To Move,Clifton Block nine,4 Bedroom,1660.4,4,2,211
Appartment,Ready To Move,Abid Town,3 BHK,1680,3,2,125
Appartment,Ready To Move,Gohar Green City,3 BHK,1595,3,3,62
Appartment,Ready To Move,Hill Park,3 BHK,1507,2,3,95
Appartment,Ready To Move,Korangi Creek,3 BHK,2560,3,,288
Appartment,Ready To Move,Soldier Bazar,3 BHK,1949,3,1,133
